EmployeeID,Name,Department,Role,Tenure,JobSatisfaction,WorkLifeBalance,ManagerSupport,CareerGrowth,StressLevel,AttritionRisk,RiskBand
EMP11096,Aditya,HR,HR Manager,0.7,2,4,4,4,4,50.0,Medium
EMP11097,Riya,Finance,Accountant,8.6,5,3,1,3,4,57.0,Medium
EMP11098,Neha,Engineering,Senior Engineer,3.1,5,2,3,5,1,35.0,Low
EMP11099,Aditya,HR,HR Executive,3.2,3,2,1,2,3,69.0,Medium
EMP11100,Aditya,HR,HR Manager,3.2,5,2,1,2,5,67.0,Medium
EMP11101,Ishaan,Sales,Sales Executive,6.8,1,2,2,4,1,59.0,Medium
EMP11102,Aarav,HR,HR Executive,4.2,3,4,1,5,1,45.0,Medium
EMP11103,Vivaan,HR,HR Executive,0.1,5,5,5,4,3,28.0,Low
EMP11104,Kabir,Marketing,Marketing Analyst,3.7,4,4,3,5,1,33.0,Low
EMP11105,Diya,Operations,Operations Executive,0.3,4,5,2,3,1,42.0,Medium
EMP11106,Riya,Engineering,Senior Engineer,1.2,4,4,3,1,1,49.0,Medium
EMP11107,Riya,IT,IT Support,0.6,5,1,4,4,4,47.0,Medium
EMP11108,Kabir,Sales,Sales Executive,0.3,1,1,1,5,3,68.0,Medium
EMP11109,Ananya,Sales,Account Manager,0.6,2,5,2,4,2,49.0,Medium
EMP11110,Diya,Sales,Sales Executive,0.4,1,5,1,2,4,71.0,High
EMP11111,Ananya,Sales,Account Manager,7.8,5,2,2,1,2,58.0,Medium
EMP11112,Neha,Sales,Sales Executive,1.6,4,3,3,1,2,55.0,Medium
EMP11113,Riya,Operations,Operations Executive,1.2,4,1,3,1,2,61.0,Medium
EMP11114,Aarav,Finance,Financial Analyst,9.0,3,2,2,2,2,62.0,Medium
EMP11115,Vivaan,IT,System Admin,0.7,4,1,4,4,2,45.0,Medium
EMP11116,Neha,Finance,Accountant,5.2,3,2,4,3,3,53.0,Medium
EMP11117,Vihaan,Operations,Operations Manager,1.5,4,1,2,2,4,67.0,Medium
EMP11118,Ishaan,Operations,Operations Manager,8.1,5,3,3,5,2,35.0,Low
EMP11119,Ananya,Customer Support,Support Executive,1.0,5,5,3,1,1,42.0,Medium
EMP11120,Neha,Engineering,Tech Lead,3.2,2,4,5,5,2,36.0,Low
EMP11121,Vihaan,IT,IT Support,1.0,5,2,5,5,3,33.0,Low
EMP11122,Arjun,IT,System Admin,2.0,3,4,4,1,2,52.0,Medium
EMP11123,Kabir,Sales,Account Manager,7.0,5,1,3,5,1,38.0,Low
EMP11124,Aarav,Operations,Operations Manager,3.0,4,2,2,1,3,65.0,Medium
EMP11125,Neha,Operations,Operations Executive,8.0,3,2,4,4,5,55.0,Medium
EMP11126,Aarav,Customer Support,Support Executive,9.2,2,3,5,2,3,54.0,Medium
EMP11127,Neha,Customer Support,Support Executive,5.7,5,4,3,5,1,29.0,Low
EMP11128,Arjun,Engineering,Software Engineer,4.0,2,5,3,5,4,47.0,Medium
EMP11129,Riya,Finance,Accountant,0.8,3,3,4,3,4,53.0,Medium
EMP11130,Neha,IT,IT Support,11.3,5,5,1,4,2,41.0,Medium
EMP11131,Kabir,Operations,Operations Executive,2.3,5,3,1,2,1,52.0,Medium
EMP11132,Riya,Sales,Sales Executive,6.1,4,5,3,2,3,48.0,Medium
EMP11133,Ananya,IT,IT Support,6.2,1,5,3,4,5,58.0,Medium
EMP11134,Aarav,Sales,Account Manager,1.2,5,4,4,2,5,49.0,Medium
EMP11135,Riya,Operations,Operations Executive,3.9,4,2,1,1,5,75.0,High
EMP11136,Kabir,Sales,Account Manager,0.2,2,3,1,5,4,61.0,Medium
EMP11137,Neha,Customer Support,Support Lead,0.5,1,1,3,5,3,60.0,Medium
EMP11138,Aditya,Operations,Operations Manager,4.3,5,1,2,3,1,50.0,Medium
EMP11139,Vihaan,IT,System Admin,5.4,4,1,1,4,3,60.0,Medium
EMP11140,Kabir,Customer Support,Support Executive,2.2,5,4,2,4,3,43.0,Medium
EMP11141,Diya,Marketing,Marketing Manager,2.1,3,2,3,2,5,67.0,Medium
EMP11142,Vihaan,Marketing,Marketing Manager,3.0,3,1,2,2,2,65.0,Medium
EMP11143,Diya,Operations,Operations Manager,8.3,1,2,2,2,2,70.0,High
EMP11144,Aarav,Engineering,Tech Lead,4.0,1,1,2,5,1,58.0,Medium
EMP11145,Neha,Marketing,Marketing Manager,15.7,1,3,2,3,1,60.0,Medium
EMP11146,Aditya,Customer Support,Support Lead,6.4,2,1,1,5,4,67.0,Medium
EMP11147,Kabir,Sales,Sales Executive,0.0,3,5,3,2,1,46.0,Medium
EMP11148,Neha,Customer Support,Support Executive,0.7,2,2,5,4,2,46.0,Medium
EMP11149,Vivaan,Operations,Operations Manager,1.6,4,5,5,3,1,30.0,Low
EMP11150,Arjun,Finance,Accountant,3.2,5,5,5,1,5,46.0,Medium
EMP11151,Vihaan,HR,HR Executive,6.6,5,3,3,2,1,44.0,Medium
EMP11152,Diya,Finance,Accountant,0.9,3,3,2,3,5,64.0,Medium
EMP11153,Vivaan,IT,System Admin,3.4,1,3,3,5,1,48.0,Medium
EMP11154,Riya,Operations,Operations Executive,1.2,5,1,1,1,4,71.0,High
EMP11155,Vihaan,Sales,Account Manager,9.4,4,3,2,4,3,50.0,Medium
EMP11156,Arjun,Customer Support,Support Executive,5.9,2,2,3,4,4,60.0,Medium
EMP11157,Ananya,IT,System Admin,3.8,3,4,2,2,5,65.0,Medium
EMP11158,Vivaan,IT,IT Support,4.0,2,2,1,1,5,83.0,High
EMP11159,Kabir,Finance,Accountant,0.4,4,4,2,3,5,57.0,Medium
EMP11160,Riya,Sales,Account Manager,7.4,4,5,4,1,2,45.0,Medium
EMP11161,Diya,HR,HR Executive,10.0,5,1,5,3,2,41.0,Medium
EMP11162,Arjun,Finance,Financial Analyst,4.3,4,2,1,5,2,50.0,Medium
EMP11163,Aarav,Operations,Operations Executive,8.1,3,4,1,5,5,57.0,Medium
EMP11164,Ishaan,Operations,Operations Executive,6.9,2,2,1,1,4,80.0,High
EMP11165,Arjun,Marketing,Marketing Manager,1.5,3,1,4,1,1,58.0,Medium
EMP11166,Ishaan,Engineering,Software Engineer,6.6,5,1,5,4,1,34.0,Low
EMP11167,Vivaan,HR,HR Manager,0.6,2,3,2,1,1,64.0,Medium
EMP11168,Rahul,Sales,Sales Executive,2.3,2,4,3,4,2,48.0,Medium
EMP11169,Kabir,HR,HR Manager,3.3,2,5,5,4,4,43.0,Medium
EMP11170,Neha,IT,System Admin,4.9,2,5,4,2,2,49.0,Medium
EMP11171,Vivaan,IT,System Admin,1.6,3,1,2,5,1,50.0,Medium
EMP11172,Kabir,HR,HR Executive,0.8,3,1,5,1,4,63.0,Medium
EMP11173,Arjun,Customer Support,Support Executive,1.3,4,3,1,4,3,54.0,Medium
EMP11174,Neha,Operations,Operations Manager,1.8,4,2,4,4,4,48.0,Medium
EMP11175,Ishaan,Operations,Operations Executive,0.8,4,1,1,5,1,50.0,Medium
EMP11176,Diya,HR,HR Manager,13.4,4,4,4,5,5,41.0,Medium
EMP11177,Arjun,HR,HR Executive,1.0,4,5,4,1,4,51.0,Medium
EMP11178,Vivaan,Marketing,Marketing Analyst,1.7,5,4,3,1,5,57.0,Medium
EMP11179,Ananya,Operations,Operations Manager,14.3,5,4,2,4,4,46.0,Medium
EMP11180,Diya,Finance,Accountant,9.1,2,5,5,2,1,42.0,Medium
EMP11181,Aarav,Sales,Account Manager,1.1,5,2,1,4,4,56.0,Medium
EMP11182,Ishaan,Finance,Financial Analyst,6.7,1,4,4,4,3,51.0,Medium
EMP11183,Riya,Operations,Operations Manager,13.0,3,2,5,5,3,41.0,Medium
EMP11184,Kabir,Sales,Account Manager,1.2,3,4,1,5,2,48.0,Medium
EMP11185,Rahul,Operations,Operations Manager,3.4,3,3,3,5,4,49.0,Medium
EMP11186,Aditya,IT,System Admin,0.1,2,2,4,4,1,47.0,Medium
EMP11187,Arjun,Engineering,Software Engineer,0.7,4,4,4,3,4,46.0,Medium
EMP11188,Ananya,Operations,Operations Executive,6.9,1,5,1,5,2,53.0,Medium
EMP11189,Rahul,Marketing,Marketing Manager,1.2,3,5,4,5,5,42.0,Medium
EMP11190,Aarav,Customer Support,Support Lead,12.2,4,1,1,5,2,53.0,Medium
EMP11191,Vihaan,Customer Support,Support Executive,0.1,1,4,5,3,3,51.0,Medium
EMP11192,Rahul,Customer Support,Support Lead,2.3,2,5,3,3,1,46.0,Medium
EMP11193,Riya,Engineering,Tech Lead,3.9,3,1,5,1,4,63.0,Medium
EMP11194,Rahul,HR,HR Executive,0.8,2,3,4,5,5,52.0,Medium
EMP11195,Ishaan,Sales,Sales Executive,6.8,4,1,2,1,2,65.0,Medium
EMP11196,Kabir,Finance,Financial Analyst,3.9,1,4,2,5,1,49.0,Medium
EMP11197,Arjun,Sales,Sales Executive,1.7,5,1,2,1,1,58.0,Medium
EMP11198,Vivaan,Engineering,Software Engineer,2.0,4,3,1,2,4,65.0,Medium
EMP11199,Arjun,Operations,Operations Manager,16.7,2,5,1,2,1,58.0,Medium
EMP11200,Ananya,Finance,Accountant,9.4,3,2,1,5,4,60.0,Medium
EMP11201,Ishaan,Finance,Financial Analyst,5.9,3,5,2,3,3,52.0,Medium
EMP11202,Kabir,Sales,Account Manager,10.9,5,1,5,4,5,46.0,Medium
EMP11203,Diya,IT,IT Support,4.7,3,2,3,1,4,68.0,Medium
EMP11204,Vivaan,Operations,Operations Executive,5.2,1,3,2,3,3,66.0,Medium
EMP11205,Arjun,Marketing,Marketing Analyst,1.7,4,5,1,5,5,50.0,Medium
EMP11206,Arjun,Customer Support,Support Lead,3.4,2,5,5,3,2,41.0,Medium
EMP11207,Vivaan,Marketing,Marketing Analyst,10.1,5,1,5,1,4,55.0,Medium
EMP11208,Ishaan,Customer Support,Support Lead,5.5,4,3,5,4,2,35.0,Low
EMP11209,Vivaan,Finance,Accountant,0.9,3,3,5,4,5,48.0,Medium
EMP11210,Ananya,IT,System Admin,1.5,1,4,5,3,4,54.0,Medium
EMP11211,Rahul,Customer Support,Support Executive,1.9,4,3,2,1,4,65.0,Medium
EMP11212,Neha,Operations,Operations Manager,0.8,2,4,1,1,3,71.0,High
EMP11213,Ishaan,Finance,Financial Analyst,3.4,1,1,5,5,1,46.0,Medium
EMP11214,Riya,Sales,Sales Executive,3.5,5,4,2,2,5,57.0,Medium
EMP11215,Riya,Sales,Account Manager,4.9,5,3,1,2,1,52.0,Medium
EMP11216,Diya,Engineering,Senior Engineer,9.9,2,4,4,5,1,37.0,Low
EMP11217,Ishaan,Marketing,Marketing Manager,5.1,5,5,5,2,2,33.0,Low
EMP11218,Aditya,Marketing,Marketing Manager,4.5,4,1,4,2,5,62.0,Medium
EMP11219,Neha,Engineering,Software Engineer,2.2,3,3,1,2,2,63.0,Medium
EMP11220,Diya,Operations,Operations Executive,5.4,1,5,4,2,3,56.0,Medium
EMP11221,Vivaan,Sales,Sales Executive,15.1,5,4,3,3,5,49.0,Medium
EMP11222,Aarav,Operations,Operations Manager,1.2,2,1,5,2,1,54.0,Medium
EMP11223,Ananya,Engineering,Software Engineer,0.7,4,1,2,2,1,58.0,Medium
EMP11224,Vivaan,Finance,Financial Analyst,3.6,2,2,4,2,2,58.0,Medium
EMP11225,Ananya,Sales,Sales Executive,1.1,3,5,5,2,3,44.0,Medium
EMP11226,Ananya,Marketing,Marketing Manager,4.0,4,4,2,3,2,48.0,Medium
EMP11227,Arjun,Marketing,Marketing Analyst,5.6,2,4,3,5,1,41.0,Medium
EMP11228,Kabir,Sales,Account Manager,2.8,1,1,5,5,2,49.0,Medium
EMP11229,Ishaan,Operations,Operations Executive,3.0,3,5,5,3,5,46.0,Medium
EMP11230,Aditya,HR,HR Manager,0.6,4,1,3,3,1,50.0,Medium
EMP11231,Vihaan,IT,System Admin,14.9,1,2,5,5,3,49.0,Medium
EMP11232,Ananya,Operations,Operations Manager,3.3,2,1,5,1,5,70.0,High
EMP11233,Aditya,HR,HR Manager,0.8,3,5,3,2,1,46.0,Medium
EMP11234,Riya,Sales,Sales Executive,0.8,5,1,4,4,4,47.0,Medium
EMP11235,Kabir,Operations,Operations Executive,3.6,1,2,3,5,3,57.0,Medium
EMP11236,Vivaan,Operations,Operations Executive,3.6,2,4,2,3,3,59.0,Medium
EMP11237,Aarav,Engineering,Software Engineer,3.3,1,1,4,5,2,53.0,Medium
EMP11238,Aarav,HR,HR Executive,4.4,5,4,4,5,3,31.0,Low
EMP11239,Arjun,Operations,Operations Executive,2.0,1,5,1,2,2,65.0,Medium
EMP11240,Vivaan,Operations,Operations Executive,0.5,4,4,3,3,2,44.0,Medium
EMP11241,Ishaan,Finance,Accountant,0.5,5,2,2,2,1,51.0,Medium
EMP11242,Diya,Marketing,Marketing Analyst,3.3,1,2,2,1,1,71.0,High
EMP11243,Arjun,Sales,Sales Executive,2.2,2,1,5,3,1,50.0,Medium
EMP11244,Kabir,Customer Support,Support Executive,0.4,3,3,1,2,4,69.0,Medium
EMP11245,Riya,IT,System Admin,17.3,5,2,4,4,3,41.0,Medium
EMP11246,Ananya,Marketing,Marketing Manager,0.3,1,1,1,4,5,78.0,High
EMP11247,Neha,IT,System Admin,2.8,1,4,1,5,2,56.0,Medium
EMP11248,Aditya,Marketing,Marketing Manager,2.4,2,5,1,1,5,74.0,High
EMP11249,Riya,Customer Support,Support Executive,0.2,4,3,3,5,3,42.0,Medium
EMP11250,Kabir,Marketing,Marketing Analyst,3.5,5,2,3,2,1,47.0,Medium
EMP11251,Vivaan,Finance,Accountant,0.3,2,5,5,2,4,51.0,Medium
EMP11252,Vihaan,IT,IT Support,2.6,1,1,1,4,3,72.0,High
EMP11253,Ananya,Sales,Sales Executive,3.9,2,3,2,4,1,52.0,Medium
EMP11254,Ananya,Operations,Operations Manager,7.0,1,4,1,1,1,69.0,Medium
EMP11255,Vihaan,Engineering,Tech Lead,2.7,1,5,5,3,3,48.0,Medium
EMP11256,Neha,Finance,Accountant,5.1,5,3,2,4,4,49.0,Medium
EMP11257,Riya,Engineering,Software Engineer,5.8,4,4,1,3,3,55.0,Medium
EMP11258,Aarav,Finance,Financial Analyst,3.0,1,5,2,5,2,49.0,Medium
EMP11259,Aditya,HR,HR Executive,5.9,1,5,3,5,5,54.0,Medium
EMP11260,Vivaan,Customer Support,Support Lead,9.3,2,3,3,2,5,68.0,Medium
EMP11261,Riya,Marketing,Marketing Manager,0.1,4,2,3,2,5,63.0,Medium
EMP11262,Kabir,Finance,Financial Analyst,12.5,3,1,3,1,1,62.0,Medium
EMP11263,Neha,IT,System Admin,9.7,2,3,4,1,2,59.0,Medium
EMP11264,Diya,Marketing,Marketing Analyst,0.8,3,4,1,2,1,57.0,Medium
EMP11265,Kabir,HR,HR Executive,5.9,1,5,4,4,3,48.0,Medium
EMP11266,Ishaan,Marketing,Marketing Manager,1.1,1,2,4,1,5,75.0,High
EMP11267,Neha,Marketing,Marketing Analyst,5.0,5,4,2,3,3,47.0,Medium
EMP11268,Riya,Sales,Sales Executive,14.5,4,3,1,1,2,63.0,Medium
EMP11269,Arjun,Marketing,Marketing Analyst,0.1,3,5,2,3,1,46.0,Medium
EMP11270,Aarav,Marketing,Marketing Analyst,0.6,5,1,2,5,5,54.0,Medium
EMP11271,Vihaan,Finance,Accountant,6.6,1,5,4,4,1,42.0,Medium
EMP11272,Neha,Sales,Account Manager,11.1,1,4,5,5,1,37.0,Low
EMP11273,Rahul,Operations,Operations Manager,2.9,5,1,3,3,4,55.0,Medium
EMP11274,Ishaan,Sales,Sales Executive,0.0,3,3,2,1,3,66.0,Medium
EMP11275,Aarav,Sales,Sales Executive,2.1,4,2,2,4,3,53.0,Medium
EMP11276,Ishaan,Finance,Financial Analyst,2.2,3,1,2,4,2,57.0,Medium
EMP11277,Aditya,Finance,Financial Analyst,0.9,3,4,4,1,5,61.0,Medium
EMP11278,Neha,HR,HR Manager,2.8,5,2,1,1,5,71.0,High
EMP11279,Aditya,Finance,Accountant,0.7,5,4,4,1,1,41.0,Medium
EMP11280,Diya,HR,HR Executive,0.2,5,5,3,4,4,39.0,Low
EMP11281,Neha,Sales,Account Manager,2.7,3,2,2,2,1,59.0,Medium
EMP11282,Aditya,Finance,Accountant,4.1,3,3,3,1,2,59.0,Medium
EMP11283,Aditya,Operations,Operations Executive,0.6,1,5,2,3,1,54.0,Medium
EMP11284,Ananya,Customer Support,Support Lead,0.2,2,4,2,2,3,63.0,Medium
EMP11285,Vihaan,Customer Support,Support Lead,2.1,5,5,2,2,5,54.0,Medium
EMP11286,Vihaan,Operations,Operations Executive,0.3,4,5,4,4,5,42.0,Medium
EMP11287,Kabir,Engineering,Tech Lead,3.8,3,2,1,2,1,63.0,Medium
EMP11288,Neha,Operations,Operations Manager,4.9,2,2,1,3,5,75.0,High
EMP11289,Riya,HR,HR Manager,15.7,5,2,4,1,2,50.0,Medium
EMP11290,Ananya,Finance,Financial Analyst,7.7,3,2,1,5,5,63.0,Medium
EMP11291,Arjun,Engineering,Software Engineer,2.4,2,4,3,5,5,53.0,Medium
EMP11292,Ishaan,Finance,Accountant,7.5,2,4,3,2,3,59.0,Medium
EMP11293,Ishaan,HR,HR Executive,8.0,1,4,2,3,4,66.0,Medium
EMP11294,Diya,Operations,Operations Manager,7.6,3,3,2,3,3,58.0,Medium
EMP11295,Aarav,Finance,Accountant,1.6,1,2,3,3,5,71.0,High
EMP11296,Kabir,Operations,Operations Manager,3.1,3,4,4,1,2,52.0,Medium
EMP11297,Rahul,Sales,Account Manager,3.3,5,1,4,3,5,54.0,Medium
EMP11298,Riya,Operations,Operations Manager,3.5,5,1,4,1,2,53.0,Medium
EMP11299,Rahul,Marketing,Marketing Analyst,1.0,2,3,3,2,2,59.0,Medium
EMP11300,Ananya,Marketing,Marketing Analyst,9.7,1,5,4,3,1,46.0,Medium
EMP11301,Vivaan,Finance,Financial Analyst,3.0,4,2,3,2,3,57.0,Medium
EMP11302,Vihaan,IT,System Admin,2.8,3,4,1,5,4,54.0,Medium
EMP11303,Aarav,HR,HR Manager,3.6,4,3,4,4,2,39.0,Low
EMP11304,Ananya,Operations,Operations Executive,1.9,4,1,3,5,3,48.0,Medium
EMP11305,Ananya,Operations,Operations Executive,0.1,5,4,2,3,1,41.0,Medium
EMP11306,Vihaan,Engineering,Senior Engineer,1.4,1,2,1,3,1,67.0,Medium
EMP11307,Diya,Finance,Financial Analyst,1.8,5,4,2,2,1,45.0,Medium
EMP11308,Vihaan,Sales,Sales Executive,5.8,4,1,4,3,1,46.0,Medium
EMP11309,Kabir,Sales,Sales Executive,0.3,1,4,1,4,3,63.0,Medium
EMP11310,Diya,IT,System Admin,7.0,3,5,4,2,5,54.0,Medium
EMP11311,Ishaan,Sales,Account Manager,4.9,5,5,1,3,2,45.0,Medium
EMP11312,Ishaan,Marketing,Marketing Manager,2.4,1,2,2,1,4,80.0,High
EMP11313,Riya,Operations,Operations Manager,2.8,1,5,2,5,4,55.0,Medium
EMP11314,Diya,Engineering,Tech Lead,2.8,3,3,3,5,4,49.0,Medium
EMP11315,Vivaan,IT,IT Support,2.3,2,3,4,5,5,52.0,Medium
EMP11316,Diya,Marketing,Marketing Analyst,0.4,5,5,2,3,5,50.0,Medium
EMP11317,Vivaan,Marketing,Marketing Manager,6.4,4,4,2,2,2,52.0,Medium
EMP11318,Ananya,Engineering,Senior Engineer,0.4,5,3,5,1,2,43.0,Medium
EMP11319,Aditya,Sales,Account Manager,2.3,3,5,1,1,5,70.0,High
EMP11320,Aditya,Sales,Sales Executive,3.9,3,5,2,3,4,55.0,Medium
EMP11321,Vihaan,Customer Support,Support Lead,5.4,5,4,1,5,1,37.0,Low
EMP11322,Ishaan,IT,IT Support,10.5,1,3,1,2,5,80.0,High
EMP11323,Kabir,Operations,Operations Manager,3.3,1,3,4,4,2,51.0,Medium
EMP11324,Rahul,Operations,Operations Manager,1.4,1,5,2,2,2,61.0,Medium
EMP11325,Arjun,Marketing,Marketing Manager,2.1,2,2,5,4,4,52.0,Medium
EMP11326,Ananya,Engineering,Senior Engineer,1.5,3,1,5,2,1,50.0,Medium
EMP11327,Vivaan,IT,System Admin,9.4,3,5,2,3,1,46.0,Medium
EMP11328,Aarav,HR,HR Executive,2.6,3,3,2,4,3,54.0,Medium
EMP11329,Kabir,Finance,Financial Analyst,13.9,3,4,2,1,2,60.0,Medium
EMP11330,Aditya,IT,System Admin,2.0,2,4,4,5,1,37.0,Low
EMP11331,Vivaan,Finance,Financial Analyst,9.2,4,2,2,3,3,57.0,Medium
EMP11332,Neha,Sales,Account Manager,9.8,4,3,1,3,5,64.0,Medium
EMP11333,Vihaan,Marketing,Marketing Analyst,4.4,4,5,1,2,5,62.0,Medium
EMP11334,Diya,Marketing,Marketing Analyst,4.2,5,5,2,4,3,40.0,Medium
EMP11335,Aditya,Sales,Account Manager,0.9,3,3,4,3,4,53.0,Medium
EMP11336,Aditya,IT,System Admin,1.5,4,3,2,2,5,64.0,Medium
EMP11337,Vihaan,HR,HR Manager,11.1,1,1,5,5,2,49.0,Medium
EMP11338,Kabir,Marketing,Marketing Manager,3.0,4,5,3,4,4,43.0,Medium
EMP11339,Aditya,Customer Support,Support Lead,3.1,3,3,2,5,5,56.0,Medium
EMP11340,Aarav,Customer Support,Support Lead,4.9,4,2,5,1,2,50.0,Medium
EMP11341,Aditya,HR,HR Manager,2.1,3,3,3,1,5,68.0,Medium
EMP11342,Arjun,Customer Support,Support Lead,1.2,3,4,1,1,3,67.0,Medium
EMP11343,Rahul,HR,HR Executive,0.5,2,2,3,1,4,72.0,High
EMP11344,Rahul,Finance,Accountant,1.1,4,1,2,3,2,57.0,Medium
EMP11345,Aditya,HR,HR Manager,0.4,4,4,1,1,1,57.0,Medium
EMP11346,Neha,Finance,Financial Analyst,9.1,5,3,3,3,2,43.0,Medium
EMP11347,Kabir,Sales,Sales Executive,3.0,2,1,4,5,4,55.0,Medium
EMP11348,Aarav,Finance,Financial Analyst,0.7,5,1,4,2,5,58.0,Medium
EMP11349,Aarav,Finance,Accountant,6.3,3,2,2,1,4,72.0,High
EMP11350,Rahul,Customer Support,Support Lead,1.0,4,4,2,3,5,57.0,Medium
EMP11351,Kabir,Sales,Account Manager,9.7,3,1,2,3,1,58.0,Medium
EMP11352,Kabir,IT,System Admin,5.4,4,1,2,4,2,53.0,Medium
EMP11353,Vihaan,HR,HR Manager,0.9,5,3,4,3,2,39.0,Low
EMP11354,Neha,Marketing,Marketing Analyst,11.0,2,5,1,5,5,58.0,Medium
EMP11355,Kabir,Engineering,Software Engineer,1.4,4,4,3,1,5,61.0,Medium
EMP11356,Rahul,Operations,Operations Manager,8.7,5,5,1,1,3,56.0,Medium
EMP11357,Aditya,Engineering,Tech Lead,5.5,5,2,3,5,1,35.0,Low
EMP11358,Diya,HR,HR Executive,0.7,1,1,4,4,5,66.0,Medium
EMP11359,Ananya,Marketing,Marketing Manager,11.7,3,1,1,2,2,69.0,Medium
EMP11360,Kabir,Operations,Operations Manager,3.4,2,1,4,4,5,62.0,Medium
EMP11361,Kabir,HR,HR Executive,1.5,2,1,3,2,1,62.0,Medium
EMP11362,Aditya,Finance,Financial Analyst,4.6,5,5,2,4,5,46.0,Medium
EMP11363,Riya,IT,IT Support,1.3,2,3,2,4,1,52.0,Medium
EMP11364,Riya,Sales,Account Manager,0.7,1,2,4,3,1,55.0,Medium
EMP11365,Arjun,Marketing,Marketing Analyst,0.8,2,2,4,2,4,64.0,Medium
EMP11366,Neha,Engineering,Senior Engineer,5.8,3,2,1,5,1,51.0,Medium
EMP11367,Aditya,IT,IT Support,0.8,4,2,3,2,5,63.0,Medium
EMP11368,Aditya,Engineering,Senior Engineer,6.9,5,1,5,5,3,36.0,Low
EMP11369,Vivaan,IT,System Admin,1.9,2,3,4,1,3,62.0,Medium
EMP11370,Ananya,Customer Support,Support Lead,19.8,5,1,2,1,3,64.0,Medium
EMP11371,Riya,Engineering,Senior Engineer,0.8,1,2,5,5,4,52.0,Medium
EMP11372,Diya,HR,HR Executive,13.5,2,4,5,5,4,42.0,Medium
EMP11373,Ishaan,IT,IT Support,1.3,4,4,2,2,5,61.0,Medium
EMP11374,Neha,IT,System Admin,7.5,4,1,3,4,3,52.0,Medium
EMP11375,Rahul,Engineering,Tech Lead,0.8,3,2,4,5,3,45.0,Medium
EMP11376,Vihaan,Customer Support,Support Executive,6.7,2,1,4,4,5,62.0,Medium
EMP11377,Riya,Customer Support,Support Executive,5.4,2,4,1,5,1,49.0,Medium
EMP11378,Aarav,IT,System Admin,1.0,1,3,1,5,5,68.0,Medium
EMP11379,Ishaan,IT,IT Support,0.1,1,2,3,3,3,65.0,Medium
EMP11380,Vihaan,Sales,Account Manager,2.1,4,1,5,3,5,54.0,Medium
EMP11381,Vihaan,IT,IT Support,6.6,5,1,4,5,1,34.0,Low
EMP11382,Vihaan,Marketing,Marketing Analyst,11.3,1,2,4,5,2,50.0,Medium
EMP11383,Diya,HR,HR Manager,2.8,3,3,1,2,1,60.0,Medium
EMP11384,Riya,Finance,Accountant,6.2,1,3,1,1,1,72.0,High
EMP11385,Vivaan,Finance,Accountant,11.6,5,2,4,2,4,52.0,Medium
EMP11386,Rahul,HR,HR Manager,0.2,5,1,4,3,5,54.0,Medium
EMP11387,Aditya,Customer Support,Support Executive,1.5,3,1,3,3,1,54.0,Medium
EMP11388,Vivaan,IT,System Admin,0.5,4,3,1,4,1,48.0,Medium
EMP11389,Rahul,Customer Support,Support Lead,21.1,4,2,3,3,3,53.0,Medium
EMP11390,Ananya,Sales,Account Manager,3.2,5,4,4,5,4,34.0,Low
EMP11391,Ananya,IT,IT Support,3.9,5,5,2,5,5,42.0,Medium
EMP11392,Kabir,IT,System Admin,0.1,1,1,2,3,4,75.0,High
EMP11393,Rahul,Finance,Accountant,11.0,2,4,2,5,3,51.0,Medium
EMP11394,Ishaan,IT,IT Support,2.5,4,5,1,5,5,50.0,Medium
EMP11395,Ishaan,Sales,Account Manager,8.5,3,2,4,2,2,54.0,Medium
EMP11396,Neha,IT,IT Support,15.1,4,1,1,5,3,56.0,Medium
EMP11397,Riya,Engineering,Senior Engineer,7.2,3,1,5,2,4,59.0,Medium
EMP11398,Vivaan,Marketing,Marketing Manager,10.0,3,4,3,3,3,51.0,Medium
EMP11399,Diya,Sales,Sales Executive,3.8,1,2,1,2,3,77.0,High
EMP11400,Neha,Sales,Sales Executive,11.4,4,2,1,4,5,63.0,Medium
EMP11401,Vivaan,IT,System Admin,5.1,2,2,5,1,2,58.0,Medium
EMP11402,Ishaan,Finance,Financial Analyst,0.6,2,2,5,3,2,50.0,Medium
EMP11403,Aditya,IT,IT Support,9.0,2,1,5,1,3,64.0,Medium
EMP11404,Rahul,Marketing,Marketing Analyst,0.1,2,5,4,5,4,43.0,Medium
EMP11405,Arjun,Marketing,Marketing Manager,5.6,1,3,5,2,5,64.0,Medium
EMP11406,Rahul,Customer Support,Support Lead,0.9,1,2,2,1,5,83.0,High
EMP11407,Neha,Finance,Accountant,17.0,5,5,1,3,3,48.0,Medium
EMP11408,Aditya,Marketing,Marketing Analyst,2.1,1,3,5,2,2,55.0,Medium
EMP11409,Aditya,IT,IT Support,8.7,4,4,3,2,2,48.0,Medium
EMP11410,Vihaan,Engineering,Software Engineer,11.1,2,2,5,2,5,63.0,Medium
EMP11411,Aarav,IT,IT Support,1.6,5,2,4,1,1,47.0,Medium
EMP11412,Riya,IT,IT Support,2.2,4,1,1,2,5,74.0,High
EMP11413,Ananya,IT,System Admin,4.1,1,3,1,5,2,59.0,Medium
EMP11414,Vihaan,IT,System Admin,3.3,2,3,3,3,3,58.0,Medium
EMP11415,Neha,Engineering,Software Engineer,6.8,4,2,5,1,5,59.0,Medium
