EmployeeID,EmployeeName,Department,Manager,RiskScore,RiskBand,SelectedAction,ActionStatus,ManagerComment,OutcomeStatus,OutcomeDate
EMP02976,Arjun,Engineering,Manager_Engineering,59.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04279,Neha,Marketing,Manager_Marketing,59.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP14828,Ishaan,Engineering,Manager_Engineering,44.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-13 18:06:01.279304
EMP05523,Aarav,Operations,Manager_Operations,43.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP03089,Riya,IT,Manager_IT,58.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-19 18:06:01.281320
EMP08218,Arjun,IT,Manager_IT,61.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12452,Rahul,Customer Support,Manager_Customer Support,46.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP14148,Ishaan,Customer Support,Manager_Customer Support,54.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-25 18:06:01.284723
EMP03657,Aditya,Sales,Manager_Sales,48.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP12468,Ishaan,Customer Support,Manager_Customer Support,61.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-10 18:06:01.286769
EMP11444,Diya,Customer Support,Manager_Customer Support,54.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-09 18:06:01.288116
EMP12801,Vivaan,Finance,Manager_Finance,50.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11577,Vihaan,Marketing,Manager_Marketing,53.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-18 18:06:01.290201
EMP11091,Kabir,IT,Manager_IT,58.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-14 18:06:01.291213
EMP13079,Ishaan,Sales,Manager_Sales,63.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP03242,Neha,Engineering,Manager_Engineering,66.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-12-06 18:06:01.293617
EMP11398,Vivaan,Marketing,Manager_Marketing,51.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12231,Rahul,Sales,Manager_Sales,48.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13863,Ananya,Marketing,Manager_Marketing,51.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11632,Ishaan,Finance,Manager_Finance,52.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02292,Riya,IT,Manager_IT,42.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2026-01-01 18:06:01.298949
EMP00232,Ananya,Engineering,Manager_Engineering,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13277,Diya,Finance,Manager_Finance,48.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP14115,Rahul,IT,Manager_IT,66.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12135,Arjun,Customer Support,Manager_Customer Support,72.0,High,Career Discussion,In Progress,Reviewed by manager,,
EMP06262,Aditya,Finance,Manager_Finance,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12851,Ishaan,Engineering,Manager_Engineering,63.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10814,Arjun,Sales,Manager_Sales,66.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP09471,Vihaan,IT,Manager_IT,53.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01338,Ananya,Customer Support,Manager_Customer Support,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP10719,Ishaan,Customer Support,Manager_Customer Support,47.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12773,Vihaan,Operations,Manager_Operations,65.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP12230,Diya,HR,Manager_HR,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06932,Aditya,IT,Manager_IT,43.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP11710,Arjun,HR,Manager_HR,61.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-06 18:06:01.313597
EMP11777,Vihaan,IT,Manager_IT,81.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP08675,Rahul,Finance,Manager_Finance,75.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP03646,Arjun,Sales,Manager_Sales,53.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP09630,Rahul,Sales,Manager_Sales,72.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP07875,Aarav,Marketing,Manager_Marketing,78.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-01 18:06:01.318377
EMP03303,Aarav,Marketing,Manager_Marketing,58.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-19 18:06:01.319336
EMP11147,Kabir,Sales,Manager_Sales,46.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-12 18:06:01.320265
EMP14852,Riya,Engineering,Manager_Engineering,47.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP06555,Vihaan,Finance,Manager_Finance,48.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2026-01-02 18:06:01.322147
EMP01276,Aarav,Marketing,Manager_Marketing,52.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP00360,Aditya,Customer Support,Manager_Customer Support,57.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-24 18:06:01.324199
EMP10285,Rahul,IT,Manager_IT,46.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP00099,Neha,IT,Manager_IT,46.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04384,Rahul,HR,Manager_HR,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10901,Neha,Marketing,Manager_Marketing,46.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP02002,Vihaan,Operations,Manager_Operations,71.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP12753,Riya,Finance,Manager_Finance,61.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07281,Rahul,Operations,Manager_Operations,61.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP03525,Vihaan,Customer Support,Manager_Customer Support,54.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-09-26 18:06:01.332334
EMP09120,Aditya,Operations,Manager_Operations,63.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP02330,Arjun,Customer Support,Manager_Customer Support,58.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-28 18:06:01.334442
EMP04631,Diya,IT,Manager_IT,47.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP10557,Neha,Customer Support,Manager_Customer Support,72.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-05 18:06:01.336768
EMP11275,Aarav,Sales,Manager_Sales,53.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP03392,Aarav,Finance,Manager_Finance,52.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-06 18:06:01.339338
EMP12253,Arjun,Finance,Manager_Finance,74.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP05680,Neha,HR,Manager_HR,59.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10509,Ananya,HR,Manager_HR,46.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP07602,Vihaan,IT,Manager_IT,62.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP12585,Aditya,Sales,Manager_Sales,58.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP02917,Riya,Finance,Manager_Finance,54.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04910,Ishaan,Operations,Manager_Operations,42.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-13 18:06:01.346752
EMP02570,Aditya,Engineering,Manager_Engineering,55.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP12174,Vihaan,Marketing,Manager_Marketing,63.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12123,Diya,Engineering,Manager_Engineering,53.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-07 18:06:01.351227
EMP03294,Aarav,Engineering,Manager_Engineering,49.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13627,Riya,Operations,Manager_Operations,64.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04906,Riya,Customer Support,Manager_Customer Support,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP14109,Riya,HR,Manager_HR,66.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP04013,Aditya,HR,Manager_HR,73.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP07180,Diya,Marketing,Manager_Marketing,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03102,Vivaan,IT,Manager_IT,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP09921,Vihaan,Finance,Manager_Finance,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11808,Arjun,IT,Manager_IT,43.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP05467,Riya,Operations,Manager_Operations,49.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04868,Aditya,Engineering,Manager_Engineering,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP07880,Ananya,Sales,Manager_Sales,52.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-10-22 18:06:01.370058
EMP13836,Arjun,Customer Support,Manager_Customer Support,57.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-04 18:06:01.371341
EMP02591,Diya,Sales,Manager_Sales,51.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-29 18:06:01.372436
EMP04107,Aarav,Marketing,Manager_Marketing,53.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP03142,Arjun,Operations,Manager_Operations,71.0,High,Career Discussion,Completed,Reviewed by manager,No Change,2025-09-17 18:06:01.374872
EMP00879,Diya,IT,Manager_IT,57.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP02463,Arjun,IT,Manager_IT,42.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-26 18:06:01.376998
EMP01160,Arjun,IT,Manager_IT,52.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP08445,Vivaan,IT,Manager_IT,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-01 18:06:01.378994
EMP00029,Vivaan,Operations,Manager_Operations,67.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP07638,Neha,IT,Manager_IT,50.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01017,Neha,Operations,Manager_Operations,56.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10193,Rahul,Finance,Manager_Finance,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11077,Vivaan,IT,Manager_IT,55.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-10-31 18:06:01.384113
EMP00980,Aditya,Marketing,Manager_Marketing,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11055,Diya,Finance,Manager_Finance,63.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP09695,Rahul,Marketing,Manager_Marketing,67.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-24 18:06:01.387241
EMP12249,Ananya,Marketing,Manager_Marketing,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP05322,Aarav,Operations,Manager_Operations,60.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-05 18:06:01.389232
EMP01162,Aditya,Sales,Manager_Sales,57.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP10592,Rahul,Operations,Manager_Operations,61.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP00519,Kabir,Sales,Manager_Sales,56.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP10524,Aarav,HR,Manager_HR,58.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP13225,Ishaan,Operations,Manager_Operations,53.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP13526,Aditya,HR,Manager_HR,67.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP10466,Arjun,Engineering,Manager_Engineering,47.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02150,Riya,Marketing,Manager_Marketing,62.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04006,Aarav,IT,Manager_IT,71.0,High,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-21 18:06:01.400177
EMP12051,Neha,HR,Manager_HR,66.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP04904,Ishaan,Engineering,Manager_Engineering,49.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-16 18:06:01.402274
EMP00509,Riya,Sales,Manager_Sales,57.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP03674,Ananya,Customer Support,Manager_Customer Support,47.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10927,Ananya,Finance,Manager_Finance,49.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP13177,Diya,Finance,Manager_Finance,82.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP06389,Neha,HR,Manager_HR,65.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP08973,Aditya,Marketing,Manager_Marketing,60.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06457,Vihaan,Finance,Manager_Finance,41.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2026-01-02 18:06:01.410067
EMP06416,Ishaan,IT,Manager_IT,44.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06446,Diya,HR,Manager_HR,56.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-15 18:06:01.412248
EMP04766,Riya,Engineering,Manager_Engineering,61.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-11-16 18:06:01.413320
EMP14205,Riya,IT,Manager_IT,87.0,High,Manager Intervention,Pending,Reviewed by manager,,
EMP00745,Ananya,Finance,Manager_Finance,57.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-16 18:06:01.415432
EMP07779,Ananya,Finance,Manager_Finance,60.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-28 18:06:01.416387
EMP03064,Aditya,Customer Support,Manager_Customer Support,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP13983,Arjun,Sales,Manager_Sales,50.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP04844,Rahul,Sales,Manager_Sales,44.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-11 18:06:01.419365
EMP01300,Kabir,IT,Manager_IT,53.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP09756,Vihaan,Marketing,Manager_Marketing,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP04496,Riya,Operations,Manager_Operations,74.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP10615,Kabir,HR,Manager_HR,64.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP12176,Vivaan,IT,Manager_IT,51.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13004,Ishaan,Engineering,Manager_Engineering,45.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03774,Kabir,HR,Manager_HR,41.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-19 18:06:01.426909
EMP08186,Aditya,Engineering,Manager_Engineering,47.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP03345,Ishaan,Finance,Manager_Finance,61.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP02898,Vihaan,HR,Manager_HR,45.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01713,Ananya,Marketing,Manager_Marketing,41.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP08956,Ishaan,IT,Manager_IT,55.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP05926,Ishaan,Customer Support,Manager_Customer Support,55.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP01360,Diya,Customer Support,Manager_Customer Support,63.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP08997,Arjun,Sales,Manager_Sales,51.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP07233,Arjun,Finance,Manager_Finance,56.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2026-01-02 18:06:01.436529
EMP01748,Ishaan,Sales,Manager_Sales,46.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP03982,Vivaan,Marketing,Manager_Marketing,67.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP07200,Ishaan,Customer Support,Manager_Customer Support,51.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP05749,Ishaan,Marketing,Manager_Marketing,76.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP10002,Ishaan,Operations,Manager_Operations,62.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-24 18:06:01.441855
EMP04453,Ananya,Finance,Manager_Finance,40.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04559,Vivaan,Marketing,Manager_Marketing,60.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01048,Neha,Customer Support,Manager_Customer Support,67.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP04358,Arjun,Marketing,Manager_Marketing,43.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP06201,Ananya,Operations,Manager_Operations,73.0,High,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-02 18:06:01.446874
EMP07892,Riya,Engineering,Manager_Engineering,53.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-11-17 18:06:01.447971
EMP04389,Diya,IT,Manager_IT,66.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP11499,Arjun,Customer Support,Manager_Customer Support,45.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP01335,Vihaan,Engineering,Manager_Engineering,57.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP13284,Ishaan,Finance,Manager_Finance,43.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-09-17 18:06:01.460545
EMP08769,Vivaan,IT,Manager_IT,64.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP07457,Vivaan,Engineering,Manager_Engineering,71.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP12784,Aarav,Sales,Manager_Sales,60.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-12-31 18:06:01.464238
EMP01236,Ishaan,Operations,Manager_Operations,69.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP09455,Arjun,HR,Manager_HR,48.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-11-16 18:06:01.466726
EMP11973,Aditya,HR,Manager_HR,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP06865,Riya,Engineering,Manager_Engineering,74.0,High,Career Discussion,Pending,Reviewed by manager,,
EMP05396,Aditya,Customer Support,Manager_Customer Support,70.0,High,Career Discussion,Completed,Reviewed by manager,Improved,2025-10-17 18:06:01.469652
EMP13353,Vihaan,Finance,Manager_Finance,68.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-02 18:06:01.470730
EMP09761,Aditya,Operations,Manager_Operations,58.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP14945,Kabir,HR,Manager_HR,59.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP02702,Vivaan,Customer Support,Manager_Customer Support,50.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP00344,Neha,Sales,Manager_Sales,50.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01108,Ishaan,HR,Manager_HR,53.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP03218,Kabir,Customer Support,Manager_Customer Support,56.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-03 18:06:01.477166
EMP05446,Vihaan,Operations,Manager_Operations,46.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-12-12 18:06:01.478179
EMP04267,Arjun,HR,Manager_HR,40.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP11563,Diya,Finance,Manager_Finance,59.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP00285,Rahul,HR,Manager_HR,42.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03983,Riya,Sales,Manager_Sales,44.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP14358,Rahul,HR,Manager_HR,57.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-09-21 18:06:01.483037
EMP09308,Neha,Sales,Manager_Sales,47.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP08535,Ananya,Customer Support,Manager_Customer Support,41.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP12429,Ananya,Sales,Manager_Sales,65.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-10-19 18:06:01.486016
EMP14039,Arjun,Customer Support,Manager_Customer Support,62.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP05973,Neha,Marketing,Manager_Marketing,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP08082,Ishaan,HR,Manager_HR,69.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP08180,Aditya,Customer Support,Manager_Customer Support,58.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP10022,Aditya,Operations,Manager_Operations,64.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP03164,Arjun,Sales,Manager_Sales,50.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-17 18:06:01.492776
EMP06397,Ishaan,Operations,Manager_Operations,55.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP08763,Kabir,IT,Manager_IT,53.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2026-01-03 18:06:01.494666
EMP10334,Diya,Customer Support,Manager_Customer Support,68.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP01174,Vihaan,Sales,Manager_Sales,60.0,Medium,Career Discussion,Completed,Reviewed by manager,Improved,2025-09-28 18:06:01.496552
EMP01769,Rahul,HR,Manager_HR,46.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-10-15 18:06:01.497568
EMP00910,Vihaan,IT,Manager_IT,52.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP00614,Aditya,HR,Manager_HR,62.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-09-17 18:06:01.499555
EMP00675,Rahul,IT,Manager_IT,63.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP05095,Rahul,Engineering,Manager_Engineering,52.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11224,Vivaan,Finance,Manager_Finance,58.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP06665,Vihaan,Customer Support,Manager_Customer Support,62.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP03998,Aditya,Sales,Manager_Sales,50.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-12-01 18:06:01.504530
EMP05463,Vihaan,Marketing,Manager_Marketing,66.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03459,Arjun,HR,Manager_HR,67.0,Medium,Manager Intervention,Completed,Reviewed by manager,No Change,2025-11-06 18:06:01.506478
EMP02284,Neha,Customer Support,Manager_Customer Support,47.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP13771,Vivaan,Finance,Manager_Finance,69.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-24 18:06:01.508435
EMP06845,Diya,HR,Manager_HR,62.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP09143,Aditya,IT,Manager_IT,41.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-11-29 18:06:01.510818
EMP06586,Ishaan,Marketing,Manager_Marketing,55.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP05387,Kabir,HR,Manager_HR,47.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP11302,Vihaan,IT,Manager_IT,54.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP02550,Vivaan,IT,Manager_IT,40.0,Medium,Manager Intervention,Completed,Reviewed by manager,Improved,2025-10-03 18:06:01.515056
EMP12638,Kabir,HR,Manager_HR,41.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP01090,Diya,Sales,Manager_Sales,48.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP03916,Riya,Sales,Manager_Sales,48.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP11680,Kabir,HR,Manager_HR,43.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP11693,Diya,Finance,Manager_Finance,42.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP06331,Ananya,HR,Manager_HR,65.0,Medium,Retention Bonus,In Progress,Reviewed by manager,,
EMP12994,Ananya,Finance,Manager_Finance,45.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP07344,Neha,HR,Manager_HR,62.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-10-30 18:06:01.523510
EMP07656,Aarav,Engineering,Manager_Engineering,50.0,Medium,Retention Bonus,Completed,Reviewed by manager,Improved,2025-12-05 18:06:01.524491
EMP14384,Vivaan,Marketing,Manager_Marketing,52.0,Medium,Career Discussion,Pending,Reviewed by manager,,
EMP02044,Aditya,Sales,Manager_Sales,59.0,Medium,Career Discussion,In Progress,Reviewed by manager,,
EMP06590,Neha,Sales,Manager_Sales,44.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP08154,Rahul,HR,Manager_HR,53.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP05665,Arjun,Finance,Manager_Finance,72.0,High,Retention Bonus,In Progress,Reviewed by manager,,
EMP09923,Vihaan,Marketing,Manager_Marketing,46.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP00686,Ishaan,Sales,Manager_Sales,47.0,Medium,Manager Intervention,In Progress,Reviewed by manager,,
EMP04527,Riya,Finance,Manager_Finance,82.0,High,Retention Bonus,Pending,Reviewed by manager,,
EMP06611,Arjun,Customer Support,Manager_Customer Support,61.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP11435,Vivaan,IT,Manager_IT,65.0,Medium,Manager Intervention,Pending,Reviewed by manager,,
EMP11635,Aarav,Finance,Manager_Finance,45.0,Medium,Retention Bonus,Completed,Reviewed by manager,No Change,2025-12-07 18:06:01.536235
EMP04607,Vivaan,Finance,Manager_Finance,53.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP14590,Ananya,Marketing,Manager_Marketing,44.0,Medium,Retention Bonus,Pending,Reviewed by manager,,
EMP11293,Ishaan,HR,Manager_HR,66.0,Medium,Career Discussion,Completed,Reviewed by manager,No Change,2025-11-02 18:06:01.539379
EMP08937,Ishaan,Sales,Manager_Sales,52.0,Medium,Career Discussion,Pending,Reviewed by manager,,
